13:12:00.513 logback [restartedMain] INFO  s.d.s.p.ModelPropertiesKeyGenerator - Cache key generated: com.springboot.blog.dto.ArticleDto(false)
13:12:00.513 logback [restartedMain] INFO  s.d.spring.web.caching.CachingAspect - Caching aspect applied for cache modelProperties with key com.springboot.blog.dto.ArticleDto(false)
13:12:00.541 logback [restartedMain] INFO  s.d.schema.ModelContextKeyGenerator - Cache Key Generated: com.springboot.blog.dto.ArticleDto(false)
13:12:00.542 logback [restartedMain] INFO  s.d.spring.web.caching.CachingAspect - Caching aspect applied for cache modelDependencies with key com.springboot.blog.dto.ArticleDto(false)
13:12:00.542 logback [restartedMain] INFO  s.d.s.p.ModelPropertiesKeyGenerator - Cache key generated: com.springboot.blog.dto.ArticleDto(false)
13:12:00.542 logback [restartedMain] INFO  s.d.spring.web.caching.CachingAspect - Caching aspect applied for cache modelProperties with key com.springboot.blog.dto.ArticleDto(false)
13:12:00.543 logback [restartedMain] INFO  s.d.s.web.OperationsKeyGenerator - Cache key generated: /admin/article/.com.springboot.blog.controller.BackController.addArticle.DefaultGenericTypeNamingStrategy
13:12:00.543 logback [restartedMain] INFO  s.d.spring.web.caching.CachingAspect - Caching aspect applied for cache operations with key /admin/article/.com.springboot.blog.controller.BackController.addArticle.DefaultGenericTypeNamingStrategy
13:12:00.555 logback [restartedMain] INFO  s.d.s.w.ClassOrApiAnnotationResourceGrouping - Group for method addArticle was back-controller
13:12:00.566 logback [restartedMain] INFO  s.d.s.w.ClassOrApiAnnotationResourceGrouping - Group for method addArticle was back-controller
13:12:00.572 logback [restartedMain] INFO  s.d.schema.ModelContextKeyGenerator - Cache Key Generated: java.lang.String(true)
13:12:00.572 logback [restartedMain] INFO  s.d.spring.web.caching.CachingAspect - Caching aspect applied for cache models with key java.lang.String(true)
13:12:00.572 logback [restartedMain] INFO  s.d.schema.ModelContextKeyGenerator - Cache Key Generated: java.lang.String(true)
13:12:00.572 logback [restartedMain] INFO  s.d.spring.web.caching.CachingAspect - Caching aspect applied for cache modelDependencies with key java.lang.String(true)
13:12:00.572 logback [restartedMain] INFO  s.d.schema.ModelContextKeyGenerator - Cache Key Generated: com.springboot.blog.entity.CategoryInfo(false)
13:12:00.572 logback [restartedMain] INFO  s.d.spring.web.caching.CachingAspect - Caching aspect applied for cache models with key com.springboot.blog.entity.CategoryInfo(false)
13:12:00.572 logback [restartedMain] INFO  s.d.s.p.ModelPropertiesKeyGenerator - Cache key generated: com.springboot.blog.entity.CategoryInfo(false)
